,image_a,image_b,verify_ab,f1a,f2a,f3a,f4a,f5a,f6a,f7a,f8a,f9a,f1b,f2b,f3b,f4b,f5b,f6b,f7b,f8b,f9b
2057,0491c_num5.png,0491a_num2.png,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0
2058,0491c_num5.png,0491c_num2.png,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,4.0,2.0
2059,1305c_num2.png,1305b_num5.png,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0
2060,1305c_num2.png,1305b_num2.png,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0
2061,1305c_num2.png,1305b_num1.png,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0
2062,1305c_num2.png,1305c_num3.png,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0
2063,1305c_num2.png,1305c_num1.png,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0
2064,1305c_num2.png,1305b_num3.png,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0
2065,1305c_num2.png,1305c_num4.png,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0
2066,1305c_num2.png,1305a_num1.png,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0
2067,1305c_num2.png,1305a_num2.png,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0
2068,1305c_num2.png,1305b_num4.png,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0
2069,0569a_num1.png,0569a_num6.png,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0
2070,0569a_num1.png,0569b_num2.png,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
2071,0569a_num1.png,0569a_num4.png,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0
2072,0569a_num1.png,0569b_num1.png,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
2073,0569a_num1.png,0569c_num2.png,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0
2074,0569a_num1.png,0569b_num5.png,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
2075,0569a_num1.png,0569a_num2.png,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0
2076,0569a_num1.png,0569a_num5.png,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0
2077,0569a_num1.png,0569c_num1.png,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0
2078,0569a_num1.png,0569c_num4.png,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0
2079,0569a_num1.png,0569a_num3.png,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0
2080,0569a_num1.png,0569b_num4.png,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
2081,0569a_num1.png,0569c_num3.png,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0
2082,0563c_num1.png,0563a_num1.png,1.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0
2083,0563c_num1.png,0563c_num2.png,1.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0
2084,1343c_num1.png,1343c_num3.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0
2085,1343c_num1.png,1343b_num1.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,2.0
2086,1343c_num1.png,1343c_num4.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0
2087,1343c_num1.png,1343c_num2.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0
2088,1343c_num1.png,1343b_num4.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,2.0
2089,1343c_num1.png,1343a_num1.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0
2090,1343c_num1.png,1343a_num2.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0
2091,1343c_num1.png,1343a_num4.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0
2092,1343c_num1.png,1343a_num3.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0
2093,1343c_num1.png,1343b_num3.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,2.0
2094,1343c_num1.png,1343b_num2.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,2.0
2095,1343c_num1.png,1343a_num5.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0
2096,0471b_num3.png,0471c_num3.png,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0
2097,0471b_num3.png,0471b_num4.png,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0
2098,0471b_num3.png,0471c_num6.png,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0
2099,0471b_num3.png,0471c_num2.png,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0
2100,0471b_num3.png,0471c_num7.png,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0
2101,0471b_num3.png,0471b_num1.png,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0
2102,0471b_num3.png,0471c_num5.png,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0
2103,0471b_num3.png,0471c_num1.png,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0
2104,0471b_num3.png,0471b_num2.png,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0
2105,0471b_num3.png,0471a_num3.png,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0
2106,1386b_num4.png,1386b_num2.png,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0
2107,1386b_num4.png,1386c_num2.png,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0
2108,1386b_num4.png,1386a_num2.png,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
2109,1386b_num4.png,1386a_num1.png,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
2110,1386b_num4.png,1386b_num1.png,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0
2111,1386b_num4.png,1386b_num3.png,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0
2112,1386b_num4.png,1386a_num3.png,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
2113,1386b_num4.png,1386a_num4.png,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
2114,1386b_num4.png,1386c_num3.png,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0
2115,1294a_num4.png,1294a_num1.png,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
2116,1294a_num4.png,1294a_num2.png,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
2117,1294a_num4.png,1294b_num1.png,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0
2118,1294a_num4.png,1294b_num2.png,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0
2119,1294a_num4.png,1294c_num1.png,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,2.0
2120,1294a_num4.png,1294b_num3.png,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0
2121,1294a_num4.png,1294c_num3.png,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,2.0
2122,1294a_num4.png,1294c_num2.png,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,2.0
2123,1294a_num4.png,1294a_num6.png,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
2124,1343c_num3.png,1343b_num1.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,2.0
2125,1343c_num3.png,1343c_num4.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0
2126,1343c_num3.png,1343c_num2.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0
2127,1343c_num3.png,1343b_num4.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,2.0
2128,1343c_num3.png,1343a_num1.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0
2129,1343c_num3.png,1343a_num2.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0
2130,1343c_num3.png,1343a_num4.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0
2131,1343c_num3.png,1343a_num3.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0
2132,1343c_num3.png,1343b_num3.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,2.0
2133,1343c_num3.png,1343b_num2.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,2.0
2134,1343c_num3.png,1343a_num5.png,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0
2135,1259b_num1.png,1259c_num3.png,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0
2136,1259b_num1.png,1259c_num1.png,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0
2137,1259b_num1.png,1259c_num2.png,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0
2138,1259b_num1.png,1259b_num2.png,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0
2139,1259b_num1.png,1259a_num1.png,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0
2140,1259b_num1.png,1259a_num2.png,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0
2141,1259b_num1.png,1259c_num5.png,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0
2142,1259b_num1.png,1259a_num3.png,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0
2143,0353a_num2.png,0353a_num5.png,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0
2144,0353a_num2.png,0353c_num6.png,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0
2145,0353a_num2.png,0353b_num3.png,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
2146,0353a_num2.png,0353c_num5.png,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0
2147,0353a_num2.png,0353a_num1.png,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0
2148,0353a_num2.png,0353c_num1.png,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0
2149,0353a_num2.png,0353a_num4.png,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0
2150,0353a_num2.png,0353a_num3.png,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0
2151,0353a_num2.png,0353c_num4.png,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0
2152,0353a_num2.png,0353c_num3.png,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0
2153,0353a_num2.png,0353b_num2.png,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
2154,0353a_num2.png,0353b_num1.png,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
2155,0353a_num2.png,0353c_num2.png,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0
2156,1140c_num4.png,1140bb_num1.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0
2157,1140c_num4.png,1140c_num1.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0
2158,1140c_num4.png,1140aa_num1.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0
2159,1140c_num4.png,1140b_num2.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0
2160,1140c_num4.png,1140c_num3.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0
2161,1140c_num4.png,1140a_num3.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0
2162,1140c_num4.png,1140c_num5.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0
2163,1140c_num4.png,1140b_num3.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0
2164,1140c_num4.png,1140b_num1.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0
2165,1140c_num4.png,1140cc_num1.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0
2166,1140c_num4.png,1140a_num4.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0
2167,1140c_num4.png,1140b_num4.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0
2168,1140c_num4.png,1140a_num2.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0
2169,1140c_num4.png,1140c_num2.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0
2170,1140c_num4.png,1140a_num5.png,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0
2171,1441a_num2.png,1441c_num3.png,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
2172,1441a_num2.png,1441b_num1.png,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0
2173,1441a_num2.png,1441c_num1.png,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
2174,1441a_num2.png,1441b_num3.png,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0
2175,1441a_num2.png,1441a_num1.png,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
2176,1330a_num5.png,1330a_num4.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0
2177,1330a_num5.png,1330a_num2.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0
2178,1330a_num5.png,1330c_num7.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0
2179,1330a_num5.png,1330a_num3.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0
2180,1330a_num5.png,1330c_num6.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0
2181,1330a_num5.png,1330b_num1.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,2.0
2182,1330a_num5.png,1330c_num3.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0
2183,1330a_num5.png,1330b_num6.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,2.0
2184,1330a_num5.png,1330c_num8.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0
2185,1330a_num5.png,1330c_num2.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0
2186,1330a_num5.png,1330b_num2.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,2.0
2187,1330a_num5.png,1330b_num3.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,2.0
2188,1330a_num5.png,1330b_num4.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,2.0
2189,1330a_num5.png,1330c_num1.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0
2190,1330a_num5.png,1330a_num1.png,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0
2191,1129c_num5.png,1129b_num1.png,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,4.0,1.0
2192,1129c_num5.png,1129c_num4.png,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0
2193,1129c_num5.png,1129b_num5.png,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,4.0,1.0
2194,1129c_num5.png,1129c_num1.png,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0
2195,1129c_num5.png,1129b_num4.png,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,4.0,1.0
2196,1129c_num5.png,1129a_num5.png,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0
2197,1129c_num5.png,1129a_num2.png,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0
2198,1129c_num5.png,1129a_num3.png,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0
2199,1129c_num5.png,1129b_num2.png,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,4.0,1.0
