imagename,pen_pressure,letter_spacing,size,dimension,is_lowercase,is_continuous,slantness,tilt,entry_stroke_a,staff_of_a,formation_n,staff_of_d,exit_stroke_d,word_formation,constancy
0231c_num4.png,2,1,2,2,2,2,1,1,1,3,2,1,2,1,1
1037c_num3.png,1,3,3,3,2,2,3,1,1,2,1,1,1,1,1
0930a_num2.png,2,1,2,3,2,2,3,1,2,2,2,3,2,1,1
0667a_num4.png,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2
1129b_num5.png,1,2,2,2,2,2,1,1,1,2,2,3,4,1,1
1433c_num3.png,2,3,1,1,2,2,2,1,1,2,1,3,4,1,1
1035c_num2.png,1,2,3,3,2,2,1,1,1,2,2,2,4,1,1
0366c_num2.png,2,3,2,2,2,2,2,1,1,3,1,2,4,1,2
0901c_num4.png,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2
0566a_num1.png,1,2,3,2,2,2,1,1,1,2,2,2,2,2,2
1404aa_num1.png,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1
0878c_num1.png,1,1,2,1,2,2,2,2,1,2,1,3,4,1,1
0831a_num2.png,1,2,3,3,2,2,1,1,1,2,2,2,2,2,2
0807b_num3.png,1,2,2,2,2,2,1,1,1,3,2,3,2,1,1
0751b_num4.png,1,2,2,1,2,2,3,2,1,2,2,2,3,2,2
0473b_num2.png,1,2,3,2,2,2,1,1,1,2,2,2,2,2,2
0453a_num1.png,1,1,1,1,2,2,3,1,1,1,1,3,4,1,1
0155b_num3.png,2,2,2,2,2,1,1,1,1,4,2,2,2,2,2
1116b_num5.png,2,1,3,2,2,1,1,1,1,4,2,1,2,1,1
0474c_num3.png,2,3,2,2,2,2,2,1,1,2,2,3,4,2,2
1457b_num1.png,1,2,2,3,2,2,1,1,1,4,2,3,3,2,2
0671c_num2.png,1,1,3,2,2,2,4,1,1,1,2,2,2,1,1
0019b_num1.png,1,2,3,2,2,2,1,1,1,2,2,2,2,1,2
1098c_num5.png,2,2,2,2,2,2,1,1,1,4,2,2,2,1,2
0363b_num1.png,2,2,2,1,2,2,3,1,1,2,2,3,4,1,1
0303a_num3.png,1,2,2,2,2,1,2,1,1,4,2,2,2,2,2
1127b_num1.png,2,2,2,2,2,2,2,1,2,2,2,3,2,1,2
0451a_num2.png,2,2,2,2,2,2,3,1,1,2,2,3,3,1,2
0904b_num1.png,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2
0867c_num1.png,1,2,3,2,2,2,2,1,1,2,2,2,3,2,2
0066c_num1.png,2,3,2,2,2,2,1,1,1,2,2,2,2,1,2
1454c_num1.png,2,2,1,1,2,2,1,1,1,2,1,3,3,2,2
1180c_num1.png,1,2,2,2,2,2,2,1,2,2,1,3,3,2,2
1437a_num3.png,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2
1172b_num4.png,2,2,2,2,2,2,1,1,1,2,1,3,2,1,1
1117c_num5.png,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
0379a_num3.png,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2
0325b_num3.png,2,2,3,2,2,1,1,1,1,2,2,2,2,2,2
0791c_num3.png,1,1,3,3,2,1,1,1,1,2,2,1,2,2,1
1177c_num1.png,2,2,2,2,2,1,1,1,1,3,1,2,1,1,1
1331b_num2.png,1,2,3,3,2,1,1,1,1,2,2,3,3,2,2
0578c_num7.png,1,1,3,2,2,1,1,1,1,2,2,3,1,2,1
0152b_num4.png,1,1,2,2,2,2,1,1,1,3,2,2,2,1,2
1022b_num1.png,2,1,1,1,2,2,3,1,1,2,2,3,2,1,2
0232c_num2.png,1,1,2,3,2,2,2,1,1,2,1,3,2,1,1
0165bb_num1.png,2,2,3,2,2,2,1,1,1,2,1,2,3,2,1
0969a_num1.png,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1
0965c_num2.png,1,1,1,1,2,2,2,1,1,2,1,1,3,1,1
0292b_num1.png,2,3,1,1,2,1,1,1,1,1,2,2,1,1,1
0979a_num4.png,1,2,3,2,2,1,1,1,1,2,2,2,2,2,2
0828c_num2.png,1,2,2,2,2,2,1,1,1,2,2,2,3,2,2
0431b_num3.png,2,2,2,1,2,2,1,1,1,2,2,3,4,2,2
0525a_num3.png,2,2,2,2,2,2,2,1,1,2,1,3,3,1,1
0194a_num5.png,1,3,2,2,2,1,1,2,1,4,2,2,2,2,2
1358c_num3.png,1,2,2,2,2,2,2,1,1,2,2,3,4,2,2
0640b_num3.png,2,3,2,2,2,2,1,1,1,2,2,2,3,2,2
0813c_num3.png,2,2,2,2,2,2,1,1,1,3,2,3,2,1,1
0494a_num2.png,1,2,3,2,2,2,1,1,1,2,1,3,1,1,1
1386b_num3.png,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1
0324b_num1.png,2,2,2,2,2,2,4,1,1,2,2,2,4,1,1
0023c_num4.png,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2
0197c_num7.png,1,3,2,2,2,2,1,1,2,2,2,2,2,1,1
0953b_num3.png,1,2,2,2,2,1,1,1,1,2,2,3,3,2,2
0312b_num4.png,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2
1079a_num2.png,2,3,2,2,2,1,4,1,1,4,2,2,1,2,2
0847c_num4.png,1,2,3,3,2,1,4,1,1,2,2,2,2,1,1
0012b_num3.png,1,2,2,2,2,1,1,1,1,2,2,3,1,1,1
1257b_num5.png,2,3,2,2,2,2,1,1,1,2,2,3,4,2,2
0537a_num3.png,1,3,2,2,2,2,1,1,1,2,2,3,2,2,2
1364b_num2.png,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2
0551a_num1.png,1,2,2,2,2,2,1,1,1,2,1,3,4,1,2
0703b_num1.png,2,2,2,2,2,2,4,1,1,2,2,3,2,2,2
1245a_num4.png,2,3,1,1,2,2,3,1,2,2,2,3,4,1,2
0247a_num1.png,1,1,3,3,2,2,2,1,1,4,1,3,2,1,1
0804b_num3.png,2,2,3,3,2,2,2,1,1,2,2,3,2,2,2
0521c_num4.png,1,2,2,2,2,2,1,1,1,2,2,2,3,2,2
1300a_num3.png,2,2,2,2,2,1,2,1,1,2,2,3,2,2,2
0977bb_num1.png,2,3,1,1,2,2,3,1,1,2,2,1,4,1,1
0989c_num2.png,1,3,3,2,2,1,1,1,1,2,2,2,1,2,1
0247c_num5.png,1,2,1,1,2,2,2,1,1,4,1,3,4,1,1
0236b_num1.png,1,1,2,2,2,2,4,1,1,2,1,2,2,1,1
0545c_num3.png,1,2,1,1,2,1,3,1,1,1,1,3,2,1,1
1304b_num6.png,1,3,3,3,2,1,1,1,1,2,2,2,1,1,1
0189b_num1.png,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2
1053c_num1.png,2,2,2,2,2,2,4,1,1,2,2,3,2,2,2
1118a_num4.png,1,1,3,3,2,2,4,1,1,2,2,2,1,2,2
1048a_num1.png,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1
0458c_num1.png,2,2,2,2,2,2,2,1,2,2,1,3,2,1,2
1421c_num4.png,2,2,2,2,2,2,1,1,1,2,2,2,3,2,2
0137cc_num1.png,2,2,2,2,2,2,4,1,1,1,1,3,1,1,1
0207b_num1.png,1,3,2,2,2,1,1,1,1,2,2,2,1,1,2
1330a_num1.png,1,2,2,2,2,2,1,1,1,2,2,3,2,1,2
0905c_num1.png,1,1,3,3,2,1,1,1,1,1,2,2,1,2,1
0338c_num2.png,1,1,2,2,2,2,1,1,1,2,2,3,1,1,1
0911b_num1.png,1,2,3,3,2,2,2,2,1,2,2,2,2,2,2
0226c_num2.png,1,3,2,2,2,1,1,1,2,1,2,2,1,1,2
0409b_num3.png,1,1,3,3,2,2,4,1,1,4,2,1,1,1,2
0376b_num2.png,2,2,1,1,2,2,3,2,1,2,2,2,3,2,2
0465b_num3.png,1,2,3,3,2,2,1,1,1,2,2,2,4,2,2
0199a_num2.png,2,3,2,1,2,2,1,1,1,2,2,2,1,1,2
0430cc_num3.png,2,3,2,1,2,2,4,2,1,4,2,3,2,2,2
1081a_num1.png,2,2,2,2,2,1,1,2,1,4,2,3,4,1,1
0027a_num1.png,2,1,3,2,2,1,4,2,1,2,2,1,2,2,2
1532a_num3.png,2,1,2,2,2,1,2,1,1,4,2,3,4,1,2
0685b_num1.png,2,2,2,2,2,2,1,1,2,3,2,3,2,2,2
0965b_num1.png,2,1,1,1,2,2,2,2,1,1,1,3,3,1,1
1513c_num3.png,1,1,2,2,2,2,3,2,1,4,2,2,2,1,2
1199b_num4.png,1,1,3,3,2,1,4,1,1,1,2,3,1,2,1
0563c_num1.png,2,2,2,2,2,2,1,1,1,2,1,3,4,1,2
0617a_num4.png,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2
1521a_num5.png,2,3,2,1,2,2,3,2,1,1,2,3,4,1,2
0749c_num2.png,2,1,2,2,2,2,3,2,1,2,2,3,4,2,2
0202c_num1.png,1,2,3,3,2,1,1,2,1,4,2,2,2,2,2
1108a_num1.png,1,1,3,3,2,1,1,1,1,1,2,1,1,2,2
1249c_num4.png,1,1,3,3,2,2,4,1,1,1,2,2,2,1,2
1476b_num3.png,2,3,2,2,2,2,3,2,1,2,2,3,2,2,2
1270c_num1.png,1,2,3,3,2,1,4,2,1,4,2,1,1,2,2
0038b_num1.png,1,2,2,2,2,2,3,2,1,2,2,2,4,2,2
0374b_num1.png,2,2,1,1,2,2,3,1,1,3,2,3,3,2,2
1008b_num5.png,2,2,2,2,2,1,1,2,1,2,2,3,2,1,1
0779a_num4.png,1,1,3,3,2,1,1,1,1,1,2,2,1,1,1
0426c_num2.png,2,3,2,2,2,1,2,2,1,4,2,2,2,2,2
0034c_num1.png,2,2,2,2,2,2,1,1,1,2,2,3,1,2,2
0507c_num2.png,1,2,2,2,2,2,2,1,1,2,2,3,3,1,1
0328a_num2.png,2,2,3,2,2,1,2,2,1,1,2,3,1,1,2
1477a_num2.png,2,3,1,1,2,2,2,1,1,1,1,3,3,1,2
0587b_num3.png,2,2,2,2,2,2,2,1,1,2,1,3,2,1,2
1112b_num3.png,2,1,3,3,2,2,4,1,1,1,2,2,2,2,2
1072aa_num1.png,2,1,3,3,2,2,1,1,1,2,2,1,1,1,2
1058a_num4.png,2,1,3,3,2,2,1,1,1,2,2,3,1,1,2
0664c_num5.png,1,2,2,1,2,2,3,1,1,2,2,3,2,1,2
1518b_num4.png,2,2,2,1,2,2,2,1,1,4,2,3,2,1,1
0353b_num3.png,2,2,2,2,2,2,2,1,1,2,2,2,4,2,2
1384a_num2.png,2,2,3,3,2,2,2,1,1,2,2,2,2,2,2
0156a_num6.png,2,2,2,1,2,1,4,1,1,1,2,2,2,1,2
1435c_num5.png,2,2,2,1,2,2,1,1,1,1,2,2,4,2,2
0267a_num1.png,2,2,2,1,2,2,3,1,1,2,2,3,1,1,2
0994b_num2.png,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2
0269b_num3.png,2,3,2,2,2,2,2,1,1,2,2,3,2,1,2
1257c_num2.png,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
1024c_num5.png,1,2,2,2,2,2,2,2,1,2,2,3,2,2,2
0452a_num1.png,1,2,2,1,2,1,3,2,1,2,2,2,4,2,2
0376a_num4.png,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2
1519c_num6.png,2,3,1,1,2,2,2,1,2,2,2,2,4,1,1
1264c_num1.png,1,1,2,1,2,2,3,1,1,4,2,3,2,1,1
0194c_num1.png,2,2,3,2,2,1,1,1,1,4,2,3,2,1,2
0998b_num3.png,2,2,2,2,2,1,4,1,1,2,2,2,2,2,2
1477c_num1.png,2,3,1,1,2,2,2,1,1,2,1,3,4,1,2
0730a_num3.png,2,2,2,2,2,2,2,1,1,2,2,3,3,1,2
0153b_num2.png,2,1,2,2,2,1,2,2,1,2,2,3,2,1,2
1421a_num5.png,2,2,2,2,2,2,2,1,1,2,2,3,4,1,2
0993a_num5.png,2,3,2,1,2,2,1,2,1,1,1,3,2,1,1
1051c_num3.png,2,1,3,3,2,1,1,1,1,4,2,1,3,1,1
1423c_num4.png,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2
0276c_num1.png,2,2,2,2,2,2,4,1,1,2,2,2,2,2,2
0269b_num2.png,2,3,2,1,2,2,3,1,1,2,1,3,2,1,1
0154a_num2.png,2,2,3,2,2,2,2,1,1,2,2,3,2,2,2
0156c_num1.png,2,2,2,2,2,1,4,2,1,2,2,2,2,2,2
0671a_num1.png,2,1,2,2,2,1,4,1,1,1,2,2,1,1,2
0701b_num1.png,2,2,2,2,2,2,2,1,1,2,2,2,3,1,2
0979b_num5.png,1,2,3,3,2,1,1,1,1,1,2,3,2,2,2
0091c_num5.png,1,2,3,3,2,2,4,2,1,2,2,3,1,2,1
1330b_num6.png,1,3,2,2,2,2,1,1,1,3,2,3,2,1,1
1237a_num1.png,1,1,3,3,2,2,1,2,1,2,2,3,2,1,1
1294b_num2.png,2,3,2,1,2,2,3,1,1,4,2,2,3,1,1
0004a_num2.png,2,3,1,1,2,2,1,1,1,1,1,3,2,1,1
0659b_num1.png,1,3,1,1,2,2,1,2,1,1,1,2,4,1,1
0007c_num4.png,2,2,2,1,2,2,2,1,1,4,1,2,2,1,1
0670a_num1.png,1,3,2,2,2,1,2,1,1,1,2,1,1,1,2
0810c_num3.png,2,3,1,1,2,2,4,1,1,2,1,1,1,1,1
0701b_num3.png,2,3,2,2,2,2,2,1,1,2,2,2,4,2,2
0146a_num3.png,1,2,3,2,2,1,1,1,1,4,2,3,1,1,1
1036c_num2.png,2,2,2,2,2,2,2,1,1,2,2,3,3,1,2
0086b_num1.png,1,1,3,3,2,1,1,1,1,1,2,2,2,1,1
0054a_num3.png,2,2,1,1,2,2,3,2,1,2,2,2,2,1,2
0053c_num4.png,2,2,2,2,2,1,4,1,1,3,1,3,2,1,1
1317b_num3.png,2,2,2,1,2,1,1,1,1,1,2,3,4,1,2
0455b_num1.png,2,3,2,2,2,2,1,1,1,4,1,2,2,1,2
0011b_num4.png,2,2,2,2,2,2,1,2,1,4,2,3,2,1,2
1365a_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,3,1,2
0837a_num5.png,2,2,2,2,2,1,1,1,1,3,2,2,1,2,2
1443a_num4.png,1,2,2,1,2,2,3,1,1,2,1,3,2,2,2
0110a_num2.png,2,3,2,2,2,1,1,1,1,2,2,1,4,1,1
1065b_num1.png,2,3,3,3,1,1,2,1,1,1,2,2,1,1,1
1134a_num6.png,2,3,1,1,2,2,2,1,1,1,1,3,2,2,1
0091b_num1.png,1,2,3,3,2,2,4,2,1,2,2,1,1,1,1
0864b_num3.png,2,2,3,3,2,2,1,1,1,2,2,2,2,1,1
0384b_num3.png,2,3,2,2,2,2,2,1,1,2,2,3,2,2,2
0329c_num2.png,2,2,2,2,2,1,4,1,1,2,2,2,1,2,2
0784b_num2.png,1,2,3,3,2,1,1,1,1,4,2,2,1,2,2
1116b_num3.png,2,1,3,2,2,1,2,1,1,2,2,3,2,2,2
0363c_num1.png,2,2,2,1,2,2,3,2,1,2,2,3,2,2,2
1363c_num6.png,2,2,3,3,2,2,2,1,1,2,2,2,3,2,2
0138c_num4.png,2,1,3,3,2,2,1,1,1,2,2,3,2,2,1
0247c_num4.png,1,1,2,1,2,2,2,1,1,4,1,3,2,1,1
0456c_num3.png,2,2,2,2,2,2,2,1,1,2,2,3,3,1,1
1091c_num1.png,2,3,1,1,2,2,2,2,1,2,1,1,4,1,1
1092a_num1.png,2,2,2,2,2,2,1,1,1,3,2,2,2,1,1
1033aa_num1.png,2,2,3,2,2,1,2,1,1,1,1,2,4,1,2
0105c_num2.png,2,2,3,3,2,1,1,1,1,2,1,2,1,1,1
0042cc_num1.png,2,3,1,1,2,1,1,1,1,1,1,1,2,1,1
0244b_num3.png,2,2,2,2,2,2,3,1,1,2,2,2,3,2,2
1549b_num6.png,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2
1324c_num3.png,2,1,2,1,2,2,2,2,2,1,2,3,2,1,1
1280a_num1.png,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1
0211a_num5.png,2,3,2,1,2,1,1,1,1,1,2,1,2,2,2
0878c_num2.png,1,2,2,1,2,2,2,1,1,1,1,3,2,1,1
0848b_num2.png,2,3,3,2,2,2,2,2,1,2,2,3,1,1,1
1503a_num2.png,2,1,3,3,2,1,2,1,1,2,2,2,2,2,2
0564a_num1.png,2,3,3,3,2,1,1,1,1,3,2,3,2,1,1
1503a_num4.png,2,2,3,3,2,2,2,2,1,2,2,3,2,1,2
1326b_num5.png,2,3,3,3,2,1,4,1,1,1,2,2,1,2,2
0514a_num3.png,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
1052c_num2.png,1,2,2,2,2,2,1,1,2,4,2,2,2,2,2
0924a_num2.png,2,3,2,2,2,2,1,1,1,2,1,3,4,1,1
0525a_num4.png,2,3,2,2,2,2,2,1,1,2,2,3,4,2,2
0905a_num4.png,1,3,3,3,2,1,1,2,1,2,2,2,1,2,1
1286b_num3.png,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2
0848a_num1.png,2,2,2,1,2,2,1,1,1,3,2,3,4,1,2
1339c_num5.png,1,2,3,3,2,1,1,1,1,1,2,1,1,2,2
0746c_num3.png,2,3,2,1,2,2,1,2,1,2,2,2,3,2,2
0049c_num5.png,2,2,2,2,2,2,1,1,1,1,2,3,2,2,2
0883b_num1.png,1,2,2,2,2,2,3,2,1,2,2,2,2,1,2
0803a_num1.png,1,2,2,2,2,2,4,1,1,2,2,2,2,1,1
0019a_num2.png,2,3,3,3,2,1,1,1,1,2,2,3,2,2,2
0346c_num2.png,2,1,3,2,2,1,4,1,1,2,2,2,1,2,2
0230a_num3.png,1,2,2,2,2,1,4,1,1,2,2,2,2,1,1
0870b_num1.png,1,2,3,2,2,1,1,1,1,2,2,3,4,2,2
0734c_num3.png,1,2,3,2,2,2,2,1,1,2,2,2,4,2,2
0896c_num1.png,1,2,2,2,2,2,3,2,1,2,2,3,1,1,1
0755c_num1.png,1,1,2,1,2,2,3,1,2,2,1,3,2,1,1
1098b_num1.png,2,2,2,2,2,2,2,1,1,4,2,2,3,1,2
0095c_num3.png,1,3,2,2,2,1,1,2,1,1,1,1,1,1,1
1225a_num3.png,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1
1305b_num4.png,2,3,2,1,2,2,3,1,1,4,1,3,2,1,2
1069c_num2.png,2,2,2,2,2,2,1,1,2,2,2,2,3,2,2
0132b_num2.png,2,3,1,1,2,2,2,1,1,4,1,3,3,1,1
0006b_num1.png,2,1,2,3,2,2,1,1,1,4,1,3,2,1,1
0087a_num1.png,1,1,2,3,2,1,1,1,1,3,2,3,2,2,2
0038a_num4.png,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2
0110b_num3.png,2,1,3,2,2,1,4,1,1,3,2,2,1,2,2
1346b_num2.png,2,2,2,2,2,2,4,1,2,4,2,2,3,2,2
0754a_num1.png,2,2,2,2,2,2,2,2,1,2,2,3,4,1,2
1318c_num5.png,2,2,2,3,2,2,2,2,1,1,2,2,2,1,1
0327a_num1.png,2,3,2,2,2,2,4,1,1,2,1,3,2,1,1
0116c_num2.png,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
0574c_num4.png,1,3,1,1,2,2,2,2,1,4,1,3,2,1,1
0272b_num6.png,2,2,1,2,2,2,4,1,1,2,1,3,2,1,2
0984b_num2.png,1,1,2,3,2,2,1,1,1,4,2,2,3,2,2
0606a_num3.png,1,2,2,2,2,2,2,1,1,2,2,2,3,2,2
1501b_num5.png,2,2,2,1,2,2,2,2,1,2,2,3,4,2,2
0438c_num1.png,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2
1200b_num4.png,2,2,1,1,2,2,1,1,1,4,1,3,2,1,1
0380b_num4.png,2,2,2,2,2,2,4,1,1,2,1,2,4,2,2
0317b_num4.png,2,2,2,2,2,2,2,1,1,3,2,3,2,2,2
1225b_num1.png,1,2,2,2,2,2,4,2,2,2,2,2,2,2,1
0194b_num4.png,2,3,2,2,2,1,1,1,1,4,2,3,2,2,2
0851c_num1.png,2,3,1,1,2,2,2,1,1,3,1,2,4,1,1
0154c_num2.png,2,1,3,2,2,2,2,1,1,2,2,3,3,2,2
0723a_num4.png,2,2,1,1,2,2,1,1,1,2,1,2,4,1,1
0347a_num1.png,2,2,2,2,2,2,1,2,1,4,2,2,4,2,2
1111a_num2.png,2,3,2,2,2,1,4,1,1,4,2,2,4,2,2
1177b_num5.png,2,3,2,2,2,1,1,1,1,2,1,2,2,1,1
1102c_num4.png,1,3,2,1,2,2,4,2,1,4,1,3,2,1,1
0672c_num1.png,2,2,1,1,2,2,2,1,1,1,2,3,3,1,2
0007b_num1.png,2,2,3,3,2,2,2,1,1,4,1,3,2,1,2
1451b_num2.png,1,1,2,2,2,2,2,1,1,4,2,3,2,1,1
0883a_num3.png,1,1,3,3,2,2,1,1,1,4,2,2,2,2,2
0558c_num6.png,2,1,2,2,2,2,1,2,2,3,2,2,3,1,2
1349c_num4.png,2,1,2,2,2,2,2,1,1,2,2,3,3,2,2
1253b_num1.png,1,2,3,2,2,2,1,1,1,2,2,2,2,2,2
0190c_num1.png,2,3,1,1,2,2,1,1,1,1,1,2,2,1,1
0841b_num5.png,1,3,1,1,2,2,1,1,1,2,1,2,4,1,1
1385c_num5.png,2,1,1,1,2,2,4,1,1,2,2,3,4,1,1
1089b_num4.png,1,1,1,2,2,1,4,2,1,4,2,2,2,1,1
0991c_num3.png,1,2,3,2,2,1,1,1,1,2,2,2,2,2,2
0231c_num1.png,1,2,3,3,2,2,1,1,1,1,2,2,2,1,2
1009c_num5.png,1,2,3,3,2,2,1,1,1,3,2,2,2,1,1
1186aa_num1.png,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2
1438a_num1.png,2,2,1,1,2,1,3,2,2,2,1,1,1,1,1
0012c_num5.png,1,2,2,3,2,2,2,1,1,4,2,3,2,1,2
0573a_num2.png,2,1,3,3,2,2,2,1,1,4,2,2,3,2,2
0189a_num1.png,2,1,2,3,2,1,2,1,1,2,2,2,2,2,2
0537c_num1.png,1,3,3,3,2,2,1,1,1,3,2,3,3,2,2
1304b_num5.png,1,3,3,3,2,1,1,1,1,4,2,2,2,2,2
1252c_num3.png,1,2,2,3,2,2,1,1,1,2,2,3,2,1,2
1147c_num3.png,2,3,1,1,2,2,1,1,1,4,1,1,3,1,1
0158a_num1.png,2,3,3,2,2,1,1,1,1,4,2,2,1,1,2
0305c_num1.png,1,3,2,2,2,1,1,1,1,4,1,3,2,1,1
1281b_num2.png,1,1,3,3,2,1,1,1,1,1,2,3,2,1,2
0738b_num2.png,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1
1343c_num4.png,1,2,3,3,2,2,1,1,1,2,2,2,2,2,2
1541a_num4.png,1,2,2,2,2,2,2,1,1,1,2,3,2,1,2
1249c_num2.png,1,1,3,3,2,2,1,1,1,3,2,3,2,1,1
1157c_num1.png,1,1,3,2,2,1,1,1,1,1,2,1,2,2,2
1183b_num4.png,1,3,2,2,2,1,1,2,1,2,2,3,2,1,1
1330b_num1.png,2,2,2,1,2,2,2,1,1,4,2,3,2,1,2
1029a_num2.png,2,2,2,2,2,2,1,1,1,2,2,3,4,2,2
0047a_num5.png,1,2,1,2,2,2,1,1,1,4,2,2,2,1,2
0250b_num2.png,2,3,2,2,2,2,1,1,1,2,2,2,2,1,2
0402a_num1.png,2,3,2,2,2,2,1,1,1,4,2,3,2,1,2
0185a_num2.png,2,3,1,1,2,2,1,2,1,1,2,3,2,1,1
0363a_num2.png,2,1,1,1,2,2,2,1,1,2,1,3,2,1,1
0657a_num1.png,1,1,3,3,2,2,4,1,1,4,2,2,3,2,2
0684b_num2.png,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1
1565c_num5.png,2,1,1,1,2,2,3,1,1,2,1,3,2,1,1
1418a_num1.png,1,1,2,3,2,2,1,2,2,4,1,2,2,1,1
1504a_num1.png,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1
1326b_num4.png,1,1,3,3,2,1,1,1,1,2,2,2,2,1,1
1128b_num1.png,1,3,2,2,2,1,1,1,1,2,2,2,2,1,2
0517b_num3.png,1,2,2,2,2,2,1,1,2,2,2,2,3,1,2
1016b_num2.png,2,1,2,2,2,1,1,1,1,3,2,2,1,1,2
0521a_num1.png,1,2,2,2,2,2,1,1,1,2,2,2,3,2,2
1092b_num6.png,1,1,3,2,2,2,1,1,1,2,2,2,2,2,2
0066c_num3.png,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1
1411a_num5.png,2,2,2,2,2,1,2,1,1,2,2,2,3,2,2
0027a_num6.png,1,1,3,2,2,1,1,1,1,3,2,2,2,1,1
0074c_num2.png,2,1,1,1,2,2,3,1,1,2,1,2,4,1,1
1420b_num1.png,2,1,2,2,2,1,1,1,1,4,2,1,2,2,1
0751b_num1.png,1,2,2,1,2,2,3,1,1,2,2,3,2,1,2
1493c_num4.png,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2
1291c_num4.png,1,3,2,2,2,1,1,1,1,4,1,2,2,1,2
0732c_num1.png,1,1,3,3,2,2,2,1,1,2,2,2,2,2,2
1204b_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2
1189a_num2.png,1,1,3,2,2,2,1,1,1,4,2,2,4,2,2
0742c_num1.png,1,1,2,1,2,2,2,1,1,1,1,3,2,1,1
0069b_num1.png,2,2,1,1,2,2,1,2,1,4,1,2,2,1,1
1437b_num1.png,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2
0747c_num3.png,2,2,2,2,2,2,2,1,1,3,2,3,2,1,2
1334cc_num1.png,2,2,2,1,2,1,2,1,1,2,2,2,3,1,2
1301a_num5.png,1,3,2,2,2,1,4,1,1,1,2,2,1,1,2
1491b_num4.png,1,2,3,2,2,2,3,1,1,2,2,3,2,1,2
1402a_num2.png,1,3,2,2,2,2,4,1,1,4,2,2,2,2,2
0873a_num1.png,1,2,2,2,2,2,1,1,1,3,2,2,3,2,2
0260a_num1.png,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2
0155a_num6.png,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2
0538b_num1.png,2,1,1,1,2,2,3,1,1,2,2,3,2,1,2
0681b_num3.png,1,1,2,2,2,2,2,1,1,4,2,2,2,2,1
0505aa_num1.png,2,2,3,2,2,1,1,1,1,2,2,2,2,2,2
1048b_num2.png,1,3,3,2,2,1,1,1,1,2,2,2,1,2,2
1112b_num1.png,1,1,3,2,2,1,1,1,1,4,2,3,2,2,1
1009a_num5.png,2,2,2,2,2,2,1,1,1,2,1,3,3,2,2
1295c_num2.png,2,3,2,2,2,2,1,1,1,2,2,2,2,2,1
0037b_num1.png,2,1,3,3,2,2,2,1,1,2,2,2,2,2,2
0705b_num4.png,1,2,3,3,2,2,1,1,1,2,2,3,4,2,2
0813c_num5.png,2,2,2,3,2,2,1,1,1,3,2,3,4,1,1
1548c_num1.png,2,3,1,2,2,1,2,2,1,2,1,1,1,1,1
0310c_num4.png,1,3,3,2,2,1,1,1,1,2,2,2,2,2,2
0949c_num1.png,2,3,1,1,2,2,4,1,1,1,1,1,2,1,1
1169a_num3.png,2,3,1,1,2,2,1,1,1,2,1,2,2,1,1
1119c_num2.png,1,2,3,2,2,2,1,1,1,2,2,2,2,2,2
0183c_num3.png,2,1,3,2,2,1,1,1,1,2,2,2,2,2,1
0511b_num6.png,1,2,3,2,2,1,1,1,1,2,2,2,2,2,2
0613c_num2.png,1,2,2,1,2,2,1,2,1,2,1,3,1,1,1
1034c_num1.png,2,2,2,1,2,2,1,1,1,1,1,3,4,1,1
0992c_num2.png,2,3,2,2,2,1,1,1,1,4,2,2,1,2,2
